id,herbal_id,senyawa_marker,golongan,nama_senyawa_3d,rumus_molekul,berat_molekul,link_jsmol,catatan_jsmol
751,851,Cadambine,Alkaloid,Cadambine,-,-,https://chemapps.stolaf.edu/jmol/jmol.php?model=alkaloid,Kelampayan malaria pedalaman demam panas tinggi sariawan usus.
752,852,Borneol / Camphor,Terpenoid,Borneol,C10H18O,154.3 g/mol,https://chemapps.stolaf.edu/jmol/jmol.php?model=borneol,Kayu Kapur borneo pengawet mayat dupa asma TOKSIK ORAL MINUM.
753,853,Saponin / Flavonoid,Glycoside,Saponin,-,-,https://chemapps.stolaf.edu/jmol/jmol.php?model=saponin,Kayu Kempas raksasa linu sendi rematik urat encok pinggang.
754,854,Sesquiterpene Resin,Terpene,Sesquiterpene,-,-,https://chemapps.stolaf.edu/jmol/jmol.php?model=sesquiterpene,Ramin dupa cemas panik stres asma bronkus wangi relaksasi.
755,855,Polyisoprene Latex,Polymer,Isoprene,C5H8,68.12 g/mol,https://chemapps.stolaf.edu/jmol/jmol.php?model=isoprene,Jelutung permen karet alam maag gerd lambung antasida alam usus.
756,856,Resin / Sesquiterpene,Terpene,Sesquiterpene,-,-,https://chemapps.stolaf.edu/jmol/jmol.php?model=sesquiterpene,Gaharu Buaya nyamuk usir asma sesak napas panik cemas dupa.
757,857,Alstonine / Echitamine,Indole Alkaloid,Alstonine,-,-,https://chemapps.stolaf.edu/jmol/jmol.php?model=alkaloid,Pulai Rawa disentri darah malaria demam panas tinggi usus.
758,858,Saponin / Tannin,Glycoside,Saponin,-,-,https://chemapps.stolaf.edu/jmol/jmol.php?model=saponin,Nyawai gatal kulit eksim panu kurap bisul nanah luka.
759,859,Tannin / Glycoside,Polyphenol,Tannin,-,-,https://chemapps.stolaf.edu/jmol/jmol.php?model=tannin,Loa diare mencret asma bronkus dahak paru sesak kram lilit.
760,860,Tannin katekik,Polyphenol,Tannin,-,-,https://chemapps.stolaf.edu/jmol/jmol.php?model=tannin,Ipik gigi goyah gusi radang sariawan borok mulut amandel karies.
761,861,Saponin / Flavonoid,Glycoside,Saponin,-,-,https://chemapps.stolaf.edu/jmol/jmol.php?model=saponin,Gondang panas demam anak keringat asidosis basa hidrasi ginjal.
762,862,Triterpenoid Saponin,Saponin,Saponin,-,-,https://chemapps.stolaf.edu/jmol/jmol.php?model=saponin,Preh rambut botak rontok uban udem bengkak air sendi linu akar.
763,863,Tannin / Saponin,Polyphenol,Tannin,-,-,https://chemapps.stolaf.edu/jmol/jmol.php?model=tannin,Bulu fig luka borok bernanah abses infeksi bakteri koagulasi darah.
764,864,Leucopelargonidin,Flavonoid,Leucopelargonidin,-,-,https://chemapps.stolaf.edu/jmol/jmol.php?model=flavonoid,Banyan india kencing manis diabetes pankreas ldl kolesterol usus.
765,865,Serotonin-like Flavonoids,Flavonoid,Serotonin,C10H12N2O,176.2 g/mol,https://chemapps.stolaf.edu/jmol/jmol.php?model=serotonin,Bodhi jantung debar cemas panik stres ssp tidur lelap asma tulang.
766,866,Flavonoid / Alkaloid,Flavonoid,Flavonoid,-,-,https://chemapps.stolaf.edu/jmol/jmol.php?model=flavonoid,Ancak demam panas anak keringat pori asidosis basa ginjal urin sariawan.
767,867,Tannin / Flavonoid,Polyphenol,Tannin,-,-,https://chemapps.stolaf.edu/jmol/jmol.php?model=tannin,Gintungan darah kotor nifas ibu melahirkan rahim pewarna merah disentri.
768,868,Cinnamic Acid / Benzoic,Organic Acid,Cinnamic Acid,C9H8O2,148.2 g/mol,https://chemapps.stolaf.edu/jmol/jmol.php?model=cinnamic+acid,Kemenyan Sumatera depresi stres panik dupa uap asma dahak paru.
769,869,Oleic Acid / Stearic,Fatty Acid,Oleic Acid,C18H34O2,282.5 g/mol,https://chemapps.stolaf.edu/jmol/jmol.php?model=oleic+acid,Tengkawang Majau mentega bibir pecah garing kulit kering luka potong.
770,870,OPC Tannin,Proanthocyanidin,Procyanidin,-,-,https://chemapps.stolaf.edu/jmol/jmol.php?model=procyanidin,Meranti Merah disentri amuba darah usus radang borok diare cair mampet.
771,871,Tannin katekik,Polyphenol,Tannin,-,-,https://chemapps.stolaf.edu/jmol/jmol.php?model=tannin,Meranti Putih batuk dahak paru asma sariawan radang gusi kumur hemostatik.
772,872,Gurjunene,Sesquiterpene,Gurjunene,C15H24,204.4 g/mol,https://chemapps.stolaf.edu/jmol/jmol.php?model=gurjunene,Keruing getah plester luka bernanah borok abses kaki infeksi bakteri luar.
773,873,Tannin / Atsiri,Polyphenol,Tannin,-,-,https://chemapps.stolaf.edu/jmol/jmol.php?model=tannin,Mersawa sakit perut kolik melilit kram usus angin kembung mual muntah.
774,874,Tannin / Resin,Polyphenol,Tannin,-,-,https://chemapps.stolaf.edu/jmol/jmol.php?model=tannin,Bangkirai kutil mata ikan kapalan kurap kadas jamur kulit keratolitik luar.
775,875,Tannin galat,Polyphenol,Gallic Acid,C7H6O5,170.1 g/mol,https://chemapps.stolaf.edu/jmol/jmol.php?model=gallic+acid,Resak pewarna merah diare mencret cair parah usus kram disentri amuba.
776,876,Tannin / Silica,Polyphenol,Tannin,-,-,https://chemapps.stolaf.edu/jmol/jmol.php?model=tannin,Merbau Darat ginjal cuci urin batu kristal urat kencing kotor asidosis.
777,877,Dalbergin / Tannin,Neoflavonoid,Dalbergin,-,-,https://chemapps.stolaf.edu/jmol/jmol.php?model=flavonoid,Sonokeling diare mencret amuba usus lilit kram dupa wangi tulang sendi.
778,878,Kino Tannin / Formononetin,Polyphenol,Tannin,-,-,https://chemapps.stolaf.edu/jmol/jmol.php?model=tannin,Sonokembang angsana bisul nanah luka robek berdarah lem darah sariawan.
779,879,Cinnamaldehyde / HIGH COUMARIN,Phenylpropene,Coumarin,C9H6O2,146.1 g/mol,https://chemapps.stolaf.edu/jmol/jmol.php?model=coumarin,Kayu Manis Cina cassia diabetes gula turun AWAS KUMARIN TINGGI MERUSAK LIVER.
780,880,Cinnamaldehyde / LOW COUMARIN,Phenylpropene,Cinnamaldehyde,C9H8O,132.2 g/mol,https://chemapps.stolaf.edu/jmol/jmol.php?model=cinnamaldehyde,Kayu Manis Ceylon lambung maag diabetes SANGAT AMAN LIVER kumarin rendah.
781,881,Cinnamaldehyde / Eugenol,Phenylpropene,Cinnamaldehyde,C9H8O,132.2 g/mol,https://chemapps.stolaf.edu/jmol/jmol.php?model=cinnamaldehyde,Kayu Lawang rematik linu sendi pegal encok lumbago kembung mual asma dahak.
782,882,Litseine / Pinene,Alkaloid,Litseine,-,-,https://chemapps.stolaf.edu/jmol/jmol.php?model=alkaloid,Trawas kembung gas perut mual muntah kolik pusing pening sakit kepala jamu wangi.
783,883,Oleic Acid / Linoleic,Fatty Acid,Oleic Acid,C18H34O2,282.5 g/mol,https://chemapps.stolaf.edu/jmol/jmol.php?model=oleic+acid,Medang engkala jantung koroner arteri ldl kolesterol plak antioksidan kulit keriput.
784,884,Oleic Acid (Omega 9),Fatty Acid,Oleic Acid,C18H34O2,282.5 g/mol,https://chemapps.stolaf.edu/jmol/jmol.php?model=oleic+acid,Alpukat Mentega kolesterol ldl turun hdl naik jantung stroke lutein mata makula awet muda.
785,885,Caffeine / Chlorogenic Acid,Xanthine,Caffeine,C8H10N4O2,194.2 g/mol,https://chemapps.stolaf.edu/jmol/jmol.php?model=caffeine,Kopi Liberika nangka energi jantung asma bakar lemak AWAS MAAG JANTUNG DEBAR KAFEIN TINGGI.
786,886,Caffeine / Polyphenol,Xanthine,Caffeine,C8H10N4O2,194.2 g/mol,https://chemapps.stolaf.edu/jmol/jmol.php?model=caffeine,Kopi Excelsa penahan kantuk malam stimulan ssp fokus kerja metabolisme lemak kardio gym.
787,887,Piperine / Vitamin C,Alkaloid,Piperine,C17H19NO3,285.3 g/mol,https://chemapps.stolaf.edu/jmol/jmol.php?model=piperine,Lada Hijau angin usus kembung kram enzim saliva asma bronkus AWAS MAAG PERIH OVERDOSIS OBAT DOKTER.
788,888,Dillapiole / Safrole,Phenylpropene,Dillapiole,C12H14O4,222.2 g/mol,https://chemapps.stolaf.edu/jmol/jmol.php?model=dillapiole,Sirih Tanah cow foot leaf asma bronkitis dahak paru lendir diuretik ginjal asam urat sendi radang.
789,889,Sarmentine / Naringenin,Alkaloid,Sarmentine,-,-,https://chemapps.stolaf.edu/jmol/jmol.php?model=alkaloid,Kaduk asam urat gout kristal sendi linu bengkak luruh urin ginjal sariawan amandel asma batuk.
790,890,Eugenol / Galangin,Phenylpropene,Eugenol,C10H12O2,164.2 g/mol,https://chemapps.stolaf.edu/jmol/jmol.php?model=eugenol,Laja Goa panu kurap kadas jamur kulit kutu air gatal bumbu gulai antibakteri sendi memar linu balsem.
791,891,Gingerol / Shogaol (PEKAT),Phenol,6-Gingerol,C17H26O4,294.4 g/mol,https://chemapps.stolaf.edu/jmol/jmol.php?model=6-gingerol,Jahe Emprit lemak perut visceral diet termogenesis gym keringat batuk paru AWAS MAAG ULKUS BERDARAH PEDAS.
792,892,Quercetin / Atsiri,Flavonol,Quercetin,C15H10O7,302.2 g/mol,https://chemapps.stolaf.edu/jmol/jmol.php?model=quercetin,Ketimbang bau badan ketiak keringat apokrin wangi napas sariawan amandel darah kotor ldl kolesterol urat.
793,893,Allicin / Allyl propyl disulfide,Organosulfur,Allicin,C6H10OS2,162.3 g/mol,https://chemapps.stolaf.edu/jmol/jmol.php?model=allicin,Bawang Mekah kolesterol ldl trigliserida darah tinggi hipertensi jantung koroner trombus sirkulasi lancar.
794,894,Curcuminoids / Zederone,Diarylheptanoid,Curcumin,C21H20O6,368.4 g/mol,https://chemapps.stolaf.edu/jmol/jmol.php?model=curcumin,Temu Nuloh keputihan rahim bau jamur candida darah nifas haid lancar kram panggul dilarang ibu hamil gugur.
795,895,Nuciferine / Tannin,Alkaloid,Nuciferine,C19H21NO2,295.4 g/mol,https://chemapps.stolaf.edu/jmol/jmol.php?model=nuciferine,Bunga Teratai Kuning disentri parah amuba mencret mampet sariawan panas dalam jantung debar ssp sedatif lemas.
796,896,Iron (Fe) / Beta-carotene,Mineral,Iron,Fe,55.84 g/mol,https://chemapps.stolaf.edu/jmol/jmol.php?model=iron,Pakis Merah kelakai anemia darah kurang tajam hemoglobin zat besi ibu hamil janin tulang sendi makula mata retina.
797,897,Rutin / Silika,Flavonoid glycoside,Rutin,C27H30O16,610.5 g/mol,https://chemapps.stolaf.edu/jmol/jmol.php?model=rutin,Paku Kinca perak ginjal bengkak udem air kaki diuretik kencing kotor nanah infeksi saluran kemih asidosis panas dalam.
798,898,Kyllingene / Cyperene,Sesquiterpene,Cyperene,C15H24,204.4 g/mol,https://chemapps.stolaf.edu/jmol/jmol.php?model=cyperene,Rumput Teki Putih batu kencing ginjal urat kalsium kristal lisis haid buntu rahim kram gas kembung kolik dilarang hamil.
799,899,Mimosine (Toksik Hewan),Amino Acid,Mimosine,C8H10N2O4,198.2 g/mol,https://chemapps.stolaf.edu/jmol/jmol.php?model=mimosine,Putri Malu Merah asma bronkitis dahak paru insomnia tidur lelap AWAS DURI RACUN SENGAT GATAL TOKSIK MIMOSIN HEWAN RONTOK.
800,900,Zebrinin / Antosianin,Anthocyanin,Cyanidin,C15H11O6+,287.2 g/mol,https://chemapps.stolaf.edu/jmol/jmol.php?model=cyanidin,Rumput Belang batuk darah tbc paru alveolus pecah hemostatik kapiler darah beku luka memar lebam biru stasis sirkulasi udem air kaki ginjal.
801,901,Gynocardin,Cyanogenic Glycoside,Gynocardin,C13H19NO9,333.3,url_dummy,Racun mentah kluwek
802,902,Peronemin,Clerodane Diterpenoid,Peronemin,-,-,url_dummy,Sungkai imun dayak
803,903,Choline,Amine,Choline,C5H14NO+,104.2,url_dummy,Labu air tipes panas
804,904,Solasodine,Glycoalkaloid,Solasodine,C27H43NO2,413.6,url_dummy,Terong asam cacing
805,905,Calcium Oxalate,Crystal,Calcium Oxalate,CaC2O4,128.1,url_dummy,Keladi hias racun
806,906,Barringtonin,Saponin,Saponin,-,-,url_dummy,Keben racun ikan
807,907,Corilagin,Ellagitannin,Corilagin,C27H22O18,634.5,url_dummy,Ketapang air luka
808,908,Tannin,Polyphenol,Tannin,-,-,url_dummy,Flamboyan malaria diare
809,909,Genistein,Isoflavone,Genistein,C15H10O5,270.2,url_dummy,Ara sungsang asma linu
810,910,Acalyphine,Alkaloid,Acalyphine,-,-,url_dummy,Kucing kucingan asam urat
811,911,Cellulose,Polysaccharide,Cellulose,-,-,url_dummy,Terubuk maag karbo
812,912,Silica,Mineral,Silica,SiO2,60.08,url_dummy,Gelagah darah kotor asma
813,913,Pectin,Polysaccharide,Pectin,-,-,url_dummy,Okra lambung diabetes
814,914,Beta-carotene,Carotenoid,Beta-carotene,C40H56,536.9,url_dummy,Parijoto hamil kesuburan
815,915,Tannin,Polyphenol,Tannin,-,-,url_dummy,Serut sariawan diare
816,916,Trigonelline,Alkaloid,Trigonelline,C7H7NO2,137.1,url_dummy,Jeruju mangrove rematik cacing
817,917,Lapachol,Naphthoquinone,Lapachol,C15H14O3,242.3,url_dummy,Api api luka bakar ikan pari
818,918,Procyanidin,Tannin,Procyanidin,-,-,url_dummy,Bakau kurap luka diare
819,919,Ascorbic Acid,Vitamin C,Ascorbic Acid,C6H8O6,176.1,url_dummy,Pidada sariawan bumbu
820,920,Gallic Acid,Phenolic Acid,Gallic Acid,C7H6O5,170.1,url_dummy,Tanjang mulas pewarna
821,921,Xylocarpin,Limonoid,Xylocarpin,-,-,url_dummy,Nyirih kolera disentri
822,922,Saponin,Glycoside,Saponin,-,-,url_dummy,Teruntum luka infeksi abses
823,923,Heritierin,Saponin,Heritierin,-,-,url_dummy,Dungun perut tensi
824,924,Excoecarin,Diterpene Ester,Excoecarin,-,-,url_dummy,Buta buta GETAH MATA BUTA
825,925,Silica,Mineral,Silica,SiO2,60.08,url_dummy,Piai pendarahan luka
826,926,Pectin,Polysaccharide,Pectin,-,-,url_dummy,Bogem asma wasir
827,927,Grammatophyllin,Alkaloid,Grammatophyllin,-,-,url_dummy,Anggrek tebu rematik udem
828,928,Flavonoid,Flavonoid,Flavonoid,-,-,url_dummy,Anggrek hitam rahim nifas
829,929,Mucilage,Polysaccharide,Mucilage,-,-,url_dummy,Anggrek bulan demam anak
830,930,Luteolin,Flavone,Luteolin,C15H10O6,286.2,url_dummy,Edelweiss asma DILINDUNGI
831,931,Eugenol,Phenol,Eugenol,C10H12O2,164.2,url_dummy,Sirih merah diabetes urat
832,932,Linalool,Monoterpene,Linalool,C10H18O,154.2,url_dummy,Cempaka mulya cemas stres
833,933,Rutin,Flavonoid,Rutin,C27H30O16,610.5,url_dummy,Kembang sore kencing nanah
834,934,Potassium,Mineral,Potassium,K,39.10,url_dummy,Kelapa hijau racun alergi
835,935,Lauric Acid,Fatty Acid,Lauric Acid,C12H24O2,200.3,url_dummy,Kelapa kopyor lambung gerd
836,936,Silica,Mineral,Silica,SiO2,60.08,url_dummy,Rumput benggala panas dalam sapi
837,937,Stachytarphetin,Iridoid,Stachytarphetin,-,-,url_dummy,Pecut kuda putih ginjal batu
838,938,Saponin,Saponin,Saponin,-,-,url_dummy,Lerak sabun TOKSIK MINUM
839,939,Gentianine,Alkaloid,Gentianine,C10H9NO2,175.2,url_dummy,Tembesu malaria demam
840,940,Pectin,Polysaccharide,Pectin,-,-,url_dummy,Balsa lambung maag perih
841,941,Nicotine,Alkaloid,Nicotine,C10H14N2,162.2,url_dummy,Tembakau racun ular TOKSIK ORAL
842,942,Tetrandrine,Alkaloid,Tetrandrine,C38H42N2O6,622.8,url_dummy,Cincau rambat panas dalam maag
843,943,Deoxyelephantopin,Lactone,Deoxyelephantopin,C19H20O6,344.4,url_dummy,Tapak liman halus demam radang
844,944,Ageratochromene,Chromene,Ageratochromene,C13H16O3,220.3,url_dummy,Bandotan putih luka HEPATOTOKSIK MINUM
845,945,Lycorine,Alkaloid,Lycorine,C16H17NO4,287.3,url_dummy,Bakung merah sendi patah SANGAT BERACUN ORAL
846,946,Lycorine,Alkaloid,Lycorine,C16H17NO4,287.3,url_dummy,Bakung air keseleo SANGAT BERACUN ORAL
847,947,Lycorine,Alkaloid,Lycorine,C16H17NO4,287.3,url_dummy,Kembang coklat panas demam umbi racun
848,948,Plumbagin,Naphthoquinone,Plumbagin,C11H8O3,188.2,url_dummy,Daun encok PANAS MELEPUH GOSONG
849,949,Senecionine,PA Alkaloid,Senecionine,C18H25NO5,335.4,url_dummy,Akar segetum tulang retak pendarahan PA toksik lama
850,950,Tannin,Polyphenol,Tannin,-,-,url_dummy,Beluntas putih bau badan keputihan
851,951,Ascorbic Acid,Vitamin C,Ascorbic Acid,C6H8O6,176.1,url_dummy,Binahong merah luka maag operasi
852,952,Charantin,Triterpene,Charantin,-,-,url_dummy,Pare belut liar diabetes akut AWAS HIPOGLIKEMIA
853,953,Cucurbitacin B,Triterpene,Cucurbitacin B,C32H46O8,558.7,url_dummy,Oyong pahit asma cuci darah
854,954,Potassium,Mineral,Potassium,K,39.10,url_dummy,Labu siam hijau tensi darah instan
855,955,Trigonelline,Alkaloid,Trigonelline,C7H7NO2,137.1,url_dummy,Bligo bulu amandel panas dalam
856,956,Citrulline,Amino Acid,Citrulline,C6H13N3O3,175.2,url_dummy,Semangka pahit hutan ginjal batu awas diare
857,957,Ascorbic Acid,Vitamin C,Ascorbic Acid,C6H8O6,176.1,url_dummy,Mentimun liar mata bengkak radang kulit
858,958,Choline,Amine,Choline,C5H14NO+,104.2,url_dummy,Labu botol tipes asma paru AWAS PAHIT RACUN
859,959,Trichosanthin,Protein,Trichosanthin,-,-,url_dummy,Pare ular diabetes cacing pita
860,960,Beta-carotene,Carotenoid,Beta-carotene,C40H56,536.9,url_dummy,Pare belut india demam asidosis sariawan
861,961,Charantin,Triterpene,Charantin,-,-,url_dummy,Pare hutan kecil malaria dbd liver
862,962,Gypenoside,Saponin,Gypenoside,-,-,url_dummy,Jiaogulan adaptogen kolesterol umur panjang
863,963,Notoginsenoside R1,Saponin,Notoginsenoside R1,C47H80O24,1033.1,url_dummy,Notoginseng pendarahan luka jantung DILARANG HAMIL
864,964,Codonopsine,Alkaloid,Codonopsine,-,-,url_dummy,Dang shen energi paru lambung atp
865,965,Astragaloside IV,Saponin,Astragaloside IV,C41H68O14,784.9,url_dummy,Astragalus cina telomer dna imun jantung ginjal
866,966,Ligustilide,Phthalide,Ligustilide,C12H14O2,190.2,url_dummy,Dong quai hutan haid kram anemia DILARANG HAMIL
867,967,Diosgenin,Saponin,Diosgenin,C27H42O3,414.6,url_dummy,Wild yam kram usus sendi hormon
868,968,Allantoin,Ureid,Allantoin,C4H6N4O3,158.1,url_dummy,American wild yam maag gerd borok usus
869,969,Sarsasapogenin,Saponin,Sarsasapogenin,C27H44O3,416.6,url_dummy,Akar kucing sifilis jerawat kista ginjal
870,970,Astilbin,Flavonoid,Astilbin,C21H22O11,450.4,url_dummy,Chinaroot rematik sendi asam urat kristal
871,971,Engeletin,Flavonoid,Engeletin,C21H22O10,434.4,url_dummy,Sarsaparilla cina psoriasis eksim detoks liver
872,972,Asparagine,Amino Acid,Asparagine,C4H8N2O3,132.1,url_dummy,Asparagus sayur ginjal kencing batu urin bau
873,973,Allicin,Organosulfur,Allicin,C6H10OS2,162.3,url_dummy,Bawang gajah kolesterol ldl tensi darah tinggi
874,974,Allyl sulfide,Organosulfur,Allyl sulfide,C6H10S,114.2,url_dummy,Daun bawang merah paru flu vena sirkulasi
875,975,Diallyl disulfide,Organosulfur,Diallyl disulfide,C6H10S2,146.3,url_dummy,Bawang rakyo asma sesak kembung lambung jantung
876,976,Alpha-pinene,Terpene,Alpha-pinene,C10H16,136.2,url_dummy,Jahe mioga memori otak gastrik enzim
877,977,Curcumin,Diarylheptanoid,Curcumin,C21H20O6,368.4,url_dummy,Temulawak kuning kista miom kanker DILARANG HAMIL
878,978,"5,7-dimethoxyflavone",Flavonoid,"5,7-dimethoxyflavone",C17H14O4,282.3,url_dummy,Kunci thailand pde5 ereksi libido gym AWAS JANTUNG
879,979,Galangin,Flavonol,Galangin,C15H10O5,270.2,url_dummy,Lengkuas cina rematik asam urat asma maag
880,980,Eucalyptol,Monoterpene,Eucalyptol,C10H18O,154.2,url_dummy,Kapulaga hitam kolesterol visceral lemak perut kembung
881,981,Linalool,Monoterpene,Linalool,C10H18O,154.2,url_dummy,Kapulaga hijau besar sariawan gusi bau mulut kembung
882,982,Kavain,Lactone,Kavain,C14H14O3,230.3,url_dummy,Kava kava liar gaba penenang AWAS LIVER ALKOHOL KOMA MATI
883,983,Piperine,Alkaloid,Piperine,C17H19NO3,285.3,url_dummy,Lada chaba bioenhancer asma AWAS OVERDOSIS OBAT DOKTER MAAG
884,984,Cinnamaldehyde,Phenylpropene,Cinnamaldehyde,C9H8O,132.2,url_dummy,Daun tejpat diabetes gula manis kembung
885,985,Safrole,Phenylpropene,Safrole,C10H10O2,162.2,url_dummy,Sintok hutan rematik kembung asma AWAS SAFROLE LAMA
886,986,Eucalyptol,Monoterpene,Eucalyptol,C10H18O,154.2,url_dummy,Salam hutan asam urat ldl tensi darah
887,987,Tannin,Polyphenol,Tannin,-,-,url_dummy,Kelat diare mampet sariawan radang usus
888,988,Myricetin,Flavonol,Myricetin,C15H10O8,318.2,url_dummy,Dewandaru tensi turun ldl plak diare urat
889,989,Rhodomyrtone,Phloroglucinol,Rhodomyrtone,-,-,url_dummy,Karamunting putih anemia zat besi streptococcus energi
890,990,Tannin,Polyphenol,Tannin,-,-,url_dummy,Senggani hutan disentri diare bisul nanah keputihan
891,991,Tannin,Polyphenol,Tannin,-,-,url_dummy,Harendong bulu hemostatik luka darah beku kulit infeksi
892,992,Quercetin,Flavonol,Quercetin,C15H10O7,302.2,url_dummy,Harendong bintang sariawan amandel panas demam usus borok
893,993,Tannin,Polyphenol,Tannin,-,-,url_dummy,Buah timah mata merah radang diare disentri AWAS INFEKSI AIR
894,994,Tannin,Polyphenol,Tannin,-,-,url_dummy,Kulit babi pewarna biru diare disentri darah luka
895,995,Kibatalin,Alkaloid,Kibatalin,-,-,url_dummy,Kayu kuda hutan cacingan malaria pencuci perut awas mual
896,996,Gentianine,Alkaloid,Gentianine,C10H9NO2,175.2,url_dummy,Tembesu rawa malaria demam wangi amigdala sariawan usus
