id,herbal_id,pemerian_farmakognosi,mikroskopik_farmakognosi,mekanisme_aksi,farmakokinetik,toksikologi,interaksi_obat_umum
1085,885,Biji kopi rubiaceae liberian coffee kopi liberika coffea liberica nangka asam tinggi energi atp otot jantung debar asma sesak napas.,Kafein klorogenat asam trigonellin asam organik tinggi bau nangka.,Stimulan ssp adenosin antagonis korteks serebri fokus kerja melek jantung takikardi pompa darah sirkulasi kuat bronkodilator asma napas energi atp otot lipolisis bakar lemak olahraga kardio diuretik urine kandung kemih.,Absorpsi lambung usus peak hepar ginjal jantung paru.,AWAS JANTUNG DEBAR ASAM LAMBUNG MAAG PERIH GERD INSOMNIA PANIK CEMAS toleransi kafein dehidrasi.,Interaksi stimulan ephedrine ssp teofilin asma parah dosis ganda.
1086,886,Biji kopi rubiaceae excelsa coffee kopi excelsa coffea dewevrei asam sepet penahan kantuk malam hari stimulan ssp fokus kerja.,Kafein asam klorogenat trigonellin polifenol.,Sama dengan liberika stimulan ssp adenosin antagonis korteks serebri fokus kerja melek malam jantung takikardi sirkulasi kuat asma bronkodilator lipolisis lemak bakar diuretik urin.,Absorpsi usus lambung hepar ssp jantung paru ginjal.,AWAS INSOMNIA JANTUNG DEBAR MAAG ASAM LAMBUNG CEMAS PANIK TANGAN GEMETAR.,Interaksi obat ssp stimulan awas over dosis kafein.
1087,887,Biji lada piperaceae green pepper lada hijau piper nigrum var viridis angin usus kembung kram lilit pencernaan lambung enzim gastrik usir.,Piperine piplartine minyak atsiri pedas panas vitamin c tinggi.,Sama dengan lada hitam tapi kaya vitamin c segar karminatif usir gas perut kembung kolik mual muntah enzim pencernaan saliva gastrik usus cerna parasit ascaris mati asma bronkus mukolitik dahak paru sirkulasi darah.,Absorpsi usus mukosa gaster hepar sirkulasi paru uap ginjal.,AWAS MAAG PERIH LAMBUNG ULKUS BERDARAH JIKA OVER DOSIS PEDAS.,Sinergis tingkatkan kadar darah obat dokter bioenhancer piperine awas over dosis ganda obat medis.
1088,888,Daun lebar bentuk hati akar piperaceae cow foot leaf sirih tanah piper umbellatum asma bronkitis dahak paru lendir kental mukolitik sesak.,Dillapiole safrole atsiri flavonoid alkaloid sirih akar daun.,Ekspektoran mukolitik asma bronkus paru silia dorong dahak lendir kental encer batuk rejan pertusis ispa diuretik ginjal urin luruh asam urat sendi radang linu pegal otot antibakteri sariawan usus.,Absorpsi epitel paru usus ginjal hepar uap urin.,Aman teh rebusan daun akar jamu.,Aman.
1089,889,Daun piperaceae wild betel kaduk sirih kaduk piper sarmentosum asam urat gout kristal sendi linu bengkak luruh urin ginjal malaysia.,Sarmentine sarmentosine alkaloid flavonoid naringenin urat gout.,Inhibisi enzim xanthine oxidase (mirip allopurinol) menurunkan kadar asam urat darah pencegah pembentukan kristal gout di sendi lutut kaki diuretik pembilas ginjal kristal darah kotor sariawan radang amandel asma batuk.,Ekskresi ginjal urin masif basa alkali darah sendi tulang hepar.,Aman lalapan sayur rebus daun.,Sinergis obat asam urat medis awas dehidrasi.
1090,890,Rimpang besar zingiberaceae cave galangal laja goa alpinia galanga var panu kurap kadas jamur kulit kutu air gatal kudis bumbu gulai.,Eugenol galangin sineol atsiri pedas panas anti jamur kuat.,Fungisidal lisis membran sel jamur malassezia furfur panu kadas kurap kutu air t rubrum hancur mati gatal alergi eksim bumbu gulai wangi antibakteri masakan amis daging hilang anti inflamasi sendi memar otot linu balsem.,Topikal luar kulit dermis penetrasi epitel pencernaan usus.,Aman luar gosok bumbu masakan awas panas iritasi kulit tipis.,Aman.
1091,891,Rimpang kecil zingiberaceae small ginger jahe emprit zingiber officinale amorum lemak perut visceral diet obesitas termogenesis gym batuk paru.,Gingerol shogaol pekat tinggi ekstrem pedas panas termogenesis.,Aktivasi jaringan lemak coklat (Brown Adipose Tissue BAT) termogenesis lipolisis bakar kalori lemak perut buncit visceral fat UCP1 protein keringat badan gym suplemen bronkodilator alami paru asma dahak kental encer batuk.,Metabolisme lipid BAT usus lambat hepar paru uap keringat.,AWAS MAAG ULKUS BERDARAH PERIH LAMBUNG USUS BUNTU JIKA OVER DOSIS PEDAS PANAS EKSTREM.,Aman dosis teh bumbu.
1092,892,Bunga merah muda zingiberaceae pink torch ginger ketimbang etlingera elatior var bau badan ketiak keringat apokrin wangi napas sariawan.,Flavonoid quercetin tannin minyak atsiri wangi bunga asam.,Pewangi kelenjar keringat apokrin ketiak bau badan urin napas deodoran alam sariawan radang gusi tenggorokan antibakteri amis ikan daging sambal nafsu makan darah kotor cuci kolesterol ldl urat sendi.,Absorpsi usus hepar ginjal keringat apokrin urin empedu.,Aman lalapan sambal rebus.,Aman.
1093,893,Umbi lapis besar amaryllidaceae giant onion bawang mekah allium macleanii kolesterol ldl trigliserida darah tinggi hipertensi jantung koroner.,Allicin allyl propyl disulfide quercetin saponin steroidal bawang.,Vasodilator endotel pembuluh nadi hipertensi tekanan darah tinggi luruh kolesterol ldl trigliserida plak arteri jantung koroner stroke iskemik cegah trombus darah kental encer sirkulasi lancar kebas tangan kaki anti tumor sel.,Metabolisme hepar usus darah sirkulasi ginjal napas wangi bawang.,Aman iris makan rebus awas maag perih mentah.,Sinergis obat penurun kolesterol darah tinggi.
1094,894,Rimpang warna ungu gelap zingiberaceae colored turmeric temu nuloh curcuma colorata keputihan rahim bau jamur candida leukore gatal darah nifas.,Curcuminoids zederone minyak atsiri rimpang ungu anti jamur rahim.,Spasmolitik otot polos uterus rahim keputihan leukore jamur candida albicans mati bakteri vaginosis bersih wangi rapet peluruh darah nifas kotor sisa plasenta haid buntu lancar kram dismenore nyeri panggul sirkulasi.,Metabolisme rahim panggul sirkulasi hepar ginjal urin usus.,Aman jamu rebus rimpang dilarang ibu hamil kontraksi rahim gugur.,Aman selain hamil.
1095,895,Bunga air kuning nelumbonaceae american lotus bunga teratai kuning nelumbo lutea disentri parah amuba mencret diare mampet usus astringen panas.,Nuciferine alkaloid tannin pekat nelumboside flavonoid rimpang.,Astringen sangat kuat presipitasi koagulasi protein cairan usus kolon radang borok disentri amuba basiler diare cair mencret mampet kram lilit kolik antispasmodik depresan miokard jantung debar takikardi cemas ssp sedatif.,Lumen usus sekum lambung ssp otak jantung hepar ginjal.,Aman teh rebusan kembang rimpang awas sembelit usus kering over tannin lemas ngantuk ssp.,Aman.
1096,896,Daun paku merah muda blechnaceae midin kelakai pakis merah stenochlaena palustris anemia darah kurang tajam hemoglobin zat besi tinggi pucat.,Zat besi Fe tinggi kalsium fosfor beta karoten protein asam amino.,Besi heme hemoglobin eritrosit sel darah merah ikat oksigen paru alveolus sirkulasi otot ssp mitokondria energi atasi letih lesu pucat 5L anemia ibu hamil janin kalsium tulang sendi mata makula retina beta karoten awet muda.,Absorpsi duodenum sumsum tulang hepar darah otot sirkulasi mata.,Aman sayur tumis rebus segar.,Aman.
1097,897,Daun paku hijau garis putih perak pteridaceae silver lace fern paku kinca pteris ensiformis ginjal bengkak udem air kaki diuretik peluruh kencing kotor.,Flavonoid rutin saponin kalium silika paku diuretik kemih.,Diuretik aquaretik pelvis ginjal ureter bilas kandung kemih nefron udem bengkak air kaki cairan interstitium jantung gagal luruh urin kencing kotor nanah bakteri sistitis infeksi saluran kemih isk asidosis panas demam turun.,Ekskresi ginjal urin masif usus epitel keringat pori hepar.,Aman rebus daun paku awas ginjal gagal parah nefritis dilarang.,Aman.
1098,898,Herba umbi rumput cyperaceae white water sedge rumput teki putih kyllinga nemoralis batu kencing ginjal urat kalsium kristal lisis uretra haid buntu.,Kyllingene cyperene atsiri alkaloid estrogenik rahim ginjal batu.,Pelarut batu ginjal kalsium oksalat fosfat urat pelvis ureter lisis diuretik urin kencing kotor pasir anyang anyangan luruh antispasmodik miometrium rahim peluruh haid amenore darah buntu lancar nyeri kram panggul gas kembung kolik.,Ekskresi ginjal urin usus rahim panggul sirkulasi hepar napas.,Aman rebus herba umbi dilarang ibu hamil rahim kontraksi gugur.,Aman selain hamil.
1099,899,Herba duri merayap fabaceae giant sensitive plant putri malu merah mimosa diplotricha asma bronkitis dahak paru lendir kental encer mukolitik insomnia.,Mimosine toksik amino asid tannin saponin alkaloid ssp paru.,Ekspektoran mukolitik asma bronkus paru silia dorong dahak lendir kental encer batuk rejan pertusis depresan ssp reseptor gaba ringan penenang otot saraf tegang cemas panik tidur lelap insomnia astringen usus diare mencret.,Absorpsi epitel paru usus ssp otak ginjal hepar.,AWAS DURI RACUN SENGAT GATAL TOKSIK MIMOSIN HEWAN RONTOK BULU MATI REBUS AMAN MATANG DOSIS KECIL MANUSIA.,Aman matang dosis kecil.
1100,900,Daun ungu perak belang menjalar commelinaceae inchplant rumput belang zebrina pendula batuk darah tbc paru alveolus pecah hemostatik kapiler memar.,Zebrinin antosianin flavonoid saponin tannin darah hemostatik paru.,Hemostatik paru alveolus pecah kapiler pendarahan batuk darah tbc henti presipitasi koagulasi protein darah luka memar lebam darah biru stasis sirkulasi lancar analgesik linu udem air bengkak kaki diuretik ginjal urin asam urat luruh.,Metabolisme kapiler paru usus hepar ginjal urin luar epitel darah.,Aman teh rebusan daun luar tempel tumbuk.,Aman.
1101,901,Biji keras.,Sianogenik.,Inhibisi sitokrom oksidase.,Absorpsi cepat.,Toksik sianida mentah.,Aman diperam.
1102,902,Daun kasar.,Diterpenoid.,Makrofag imunostimulan.,Metabolisme hepar.,Aman wajar.,Aman.
1103,903,Buah memanjang.,Kukurbitasin.,Hidrasi cairan isotonik.,Ekskresi urin.,Toksik jika pahit.,Aman manis.
1104,904,Buah berbulu.,Solasodine.,Lumpuhkan ascaris usus.,Lumen kolon.,Toksik dosis tinggi.,Aman.
1105,905,Umbi daun corak.,Oksalat raphide.,Rubefasien abses luar.,Topikal kulit.,BERACUN ASFIKSIA ORAL.,Aman luar.
1106,906,Buah kotak.,Saponin tinggi.,Hemolisis eritrosit.,Topikal kulit luar.,BERACUN MATI ORAL.,Aman luar.
1107,907,Daun merah jatuh.,Tannin galat.,Astringen antibakteri air.,Lokal luar epitel.,Aman wajar.,Aman.
1108,908,Kulit kayu merah.,Flavonoid alkaloid.,Antiplasmodium malaria.,Metabolisme hepar.,Aman wajar.,Aman.
1109,909,Herba merambat.,Isoflavon.,Bronkodilator asma paru.,Ekskresi paru uap.,Aman.,Aman.
1110,910,Akar wangi kucing.,Alkaloid acalyphine.,Urikolitik ginjal.,Ekskresi urin.,HEPATOTOKSIK LAMA.,Aman dosis rendah.
1111,911,Bunga belum mekar.,Pati serat.,Pelapis lambung maag.,Pencernaan usus.,Aman.,Aman.
1112,912,Akar rumput tinggi.,Silika kalium.,Diuretik ekspektoran.,Ekskresi urin paru.,Aman.,Aman.
1113,913,Buah lendir.,Mucilage viskosa.,Gastroprotektor insulin stabil.,Lumen mukosa lambung.,Aman.,Sinergis antidiabetes.
1114,914,Buah pink.,Beta karoten.,Antioksidan sel telur.,Absorpsi usus.,Aman bumil.,Aman.
1115,915,Kulit kasar.,Tannin katekik.,Astringen disentri.,Lokal usus oral.,Aman.,Aman.
1116,916,Akar berduri.,Alkaloid.,Anti inflamasi cox.,Metabolisme hepar.,Aman.,Aman.
1117,917,Akar napas mangrove.,Lapachol tannin.,Netralisir toksin protein luar.,Topikal kulit.,Aman luar.,Aman luar.
1118,918,Kulit kayu mangrove.,Proanthocyanidin.,Astringen hemostatik kuat.,Lokal lumen usus.,Awas sembelit over.,Aman.
1119,919,Buah mangrove asam.,Vitamin c tannin.,Antioksidan kolagen gusi.,Ekskresi urin asam.,Aman.,Aman.
1120,920,Kulit kayu mangrove.,Tannin galat.,Astringen antispasmodik.,Lumen usus sekum.,Aman awas sembelit.,Aman.
1121,921,Kulit kayu mangrove.,Xylocarpin limonoid.,Bakterisidal vibrio kolera.,Lumen usus hepar.,Awas toksik alkaloid over.,Aman.
1122,922,Daun mangrove.,Saponin tannin.,Antibakteri staphylococcus luar.,Topikal luka.,Aman luar.,Aman luar.
1123,923,Biji mangrove.,Heritierin saponin.,Vasodilator tensi turun.,Metabolisme hepar.,Aman matang.,Aman.
1124,924,Getah mangrove putih.,Diterpene ester.,Kaustik korosif iritan.,Topikal iritasi lokal.,SANGAT BERACUN MATA BUTA.,DILARANG KERAS MEDIS.
1125,925,Daun pakis laut.,Tannin silika.,Hemostatik fibrin beku.,Topikal luka luar.,Aman luar.,Aman luar.
1126,926,Buah mangrove apel.,Pektin vitamin c.,Mukolitik asma wasir kempes.,Lokal paru vena.,Aman.,Aman.
1127,927,Batang anggrek raksasa.,Alkaloid flavonoid.,Diuretik udem asidosis.,Ekskresi ginjal.,Aman.,Aman.
1128,928,Bunga anggrek hitam.,Flavonoid alkaloid.,Oksitosik rahim nifas.,Metabolisme rahim.,DILARANG HAMIL KONTRAKSI.,Aman nifas.
1129,929,Bunga anggrek putih.,Flavonoid mucilage.,Antipiretik hipotalamus.,Ekskresi keringat pori.,Aman.,Aman.
1130,930,Bunga abadi awet.,Flavonoid atsiri.,Mukolitik asma paru.,Absorpsi paru uap.,DILINDUNGI KONSERVASI ALAM.,Aman.
1131,931,Daun merah silver.,Eugenol flavonoid.,Hambat alfa glukosidase.,Metabolisme pankreas usus.,Awas gula drop.,Sinergis antidiabetes.
1132,932,Bunga wangi pisang.,Linalool atsiri.,Sedatif gaba amigdala.,Inhalasi uap ssp.,Aman.,Aman.
1133,933,Daun bunga kuning.,Rutin mucilage.,Diuretik gonore kemih.,Ekskresi ginjal ureter.,Aman.,Aman.
1134,934,Air kelapa murni.,Kalium isotonik.,Rehidrasi penetral toksin.,Ekskresi urin masif.,Aman.,Aman.
1135,935,Daging buah lembut.,Galaktomanan asam laurat.,Pelapis lambung gerd prebiotik.,Lokal mukosa usus.,Aman.,Aman.
1136,936,Akar rumput sapi.,Silika kalium.,Diuretik asidosis basa.,Ekskresi ginjal.,Aman.,Aman.
1137,937,Bunga herba putih.,Iridoid alkaloid.,Urikolitik ginjal kemih.,Ekskresi ginjal urin.,Aman.,Aman.
1138,938,Buah lengket busa.,Saponin rarak.,Fungisidal lisis membran luar.,Topikal luar rambut.,SANGAT TOKSIK MATI ORAL.,Aman luar.
1139,939,Kulit kayu pahit.,Alkaloid fagraeoside.,Antiplasmodium demam turun.,Metabolisme hepar ginjal.,Awas toksik over dosis.,Aman.
1140,940,Kulit kayu ringan.,Mucilage pektin.,Demulsen lambung maag gerd.,Lokal mukosa lambung.,Aman.,Hambat obat oral lain.
1141,941,Daun lebar hijau.,Nikotin alkaloid.,Anestesi lokal racun ssp.,Topikal absorpsi kulit.,SANGAT BERACUN JANTUNG KANKER MATI.,Aman tempel luar.
1142,942,Daun berbulu rambat.,Alkaloid pektin.,Demulsen asidosis basa maag.,Lokal lambung usus.,Aman.,Aman.
1143,943,Herba daun halus.,Seskuiterpen lakton.,Antipiretik radang tenggorokan asma.,Absorpsi paru usus.,Aman.,Aman.
1144,944,Herba bunga putih bau.,PA alkaloid hemostatik.,Koagulasi luka darah luar.,Topikal epidermis luar.,SANGAT TOKSIK LIVER ORAL.,Aman luar.
1145,945,Umbi bunga merah.,Lycorine alkaloid.,Analgesik patah tulang luar.,Topikal sendi otot.,SANGAT BERACUN MATI ORAL.,Aman luar kompres.
1146,946,Bunga daun pantai.,Lycorine alkaloid.,Rubefasien keseleo luar.,Topikal vena kapiler.,SANGAT BERACUN JANTUNG ORAL.,Aman luar.
1147,947,Bunga pink rumput.,Lycorine flavonoid.,Antipiretik demam pusing.,Metabolisme ssp ginjal.,Awas umbi racun mati.,Aman dosis kecil daun.
1148,948,Daun hijau akar.,Plumbagin naftokuinon.,Vesikan kuat encok luar.,Topikal saraf sensorik tepi.,PANAS MELEPUH GOSONG LEBIH 15 MNT.,Aman maksimal 15 mnt.
1149,949,Akar rimpang tcm.,PA senecionine.,Hemostatik tulang patah.,Metabolisme paru tulang.,AWAS TOKSIK LIVER LAMA.,Aman dosis tcm.
1150,950,Daun wangi putih.,Atsiri tannin.,Pewangi apokrin keputihan antibakteri.,Ekskresi keringat rahim.,Aman.,Aman.
1151,951,Daun merah rambat.,Mucilage vitamin c.,Fibroblas kolagen luka lambung.,Topikal luka mukosa gaster.,Aman.,Aman.
1152,952,Buah kecil pahit.,Charantin peptide p.,Insulin mimetic diabetes cacing.,Metabolisme pankreas usus.,AWAS HIPOGLIKEMIA PINGSAN.,Sinergis obat diabetes.
1153,953,Buah bersudut pahit.,Cucurbitacin b.,Mukolitik asma cuci darah.,Ekskresi urin paru.,Awas diare over.,Aman.
1154,954,Buah hijau getah.,Kalium diuretik.,Vasodilatasi tensi darah instan.,Ekskresi urin vaskular.,Aman.,Sinergis obat tensi.
1155,955,Buah besar bulu.,Kukurbitasin vitamin c.,Asidosis radang amandel ginjal.,Metabolisme mukosa ginjal.,AWAS BULU GATAL KUPAS.,Aman matang.
1156,956,Buah hijau pahit.,Cucurbitacin e citrulline.,Diuretik batu urat laksatif usus.,Ekskresi ginjal lumen kolon.,AWAS MUAL DIARE TOKSIK OVER.,Aman dosis rendah.
1157,957,Buah duri lunak.,Cucurbitacin c air.,Anti inflamasi mata asidosis sel.,Topikal mata usus ginjal.,Aman.,Aman.
1158,958,Buah botol hijau.,Kukurbitasin pektin.,Antipiretik tipes asma bronkus.,Metabolisme ginjal paru.,AWAS JIKA PAHIT BERACUN MUNTAH.,Aman manis.
1159,959,Buah hijau runcing.,Trichosanthin.,Insulin mimetic cacing pita usus.,Metabolisme pankreas kolon.,AWAS HIPOGLIKEMIA LEMAS.,Sinergis obat diabetes.
1160,960,Buah kecil merah.,Beta karoten pektin.,Antipiretik maag borok gaster asidosis.,Ekskresi pori lambung usus.,Aman.,Aman.
